6677.6s 1 
6677.6s 2 This could be a false alarm, with some parameters getting used by language bindings but
6677.6s 3 then being mistakenly passed down to XGBoost core, or some parameter actually being used
6677.6s 4 but getting flagged wrongly here. Please open an issue if you find any such cases.
6677.6s 5 
6677.6s 6 
6677.6s 7 /opt/conda/lib/python3.7/site-packages/xgboost/sklearn.py:797: UserWarning: `eval_metric` in `fit` method is deprecated for better compatibility with scikit-learn, use `eval_metric` in constructor or`set_params` instead.
6677.6s 8 UserWarning,
6677.6s 9 [0]	validation_0-mlogloss:1.70836
6743.7s 1923 [6]	validation_0-mlogloss:1.14691
6743.7s 1924 [7]	validation_0-mlogloss:1.09939
6743.8s 1925 [8]	validation_0-mlogloss:1.05741
6743.8s 1926 [9]	validation_0-mlogloss:1.01892
6743.9s 1927 [10]	validation_0-mlogloss:0.98501
6744.0s 1928 [11]	validation_0-mlogloss:0.95323
6744.1s 1929 [12]	validation_0-mlogloss:0.92339
6744.2s 1930 [13]	validation_0-mlogloss:0.89727
6744.3s 1931 [14]	validation_0-mlogloss:0.87362
6744.4s 1932 [15]	validation_0-mlogloss:0.85157
6744.5s 1933 [16]	validation_0-mlogloss:0.83161
6744.6s 1934 [17]	validation_0-mlogloss:0.81254
6744.7s 1935 [18]	validation_0-mlogloss:0.79590
6744.8s 1936 [19]	validation_0-mlogloss:0.78080
6744.9s 1937 [20]	validation_0-mlogloss:0.76633
6745.1s 1938 [21]	validation_0-mlogloss:0.75324
6745.2s 1939 [22]	validation_0-mlogloss:0.74085
6745.3s 1940 [23]	validation_0-mlogloss:0.72997
6745.5s 1941 [24]	validation_0-mlogloss:0.71980
6745.6s 1942 [25]	validation_0-mlogloss:0.71010
6745.8s 1943 [26]	validation_0-mlogloss:0.70125
6745.9s 1944 [27]	validation_0-mlogloss:0.69325
6746.1s 1945 [28]	validation_0-mlogloss:0.68532
6746.3s 1946 [29]	validation_0-mlogloss:0.67795
6746.5s 1947 [30]	validation_0-mlogloss:0.67030
6746.7s 1948 [31]	validation_0-mlogloss:0.66276
6746.9s 1949 [32]	validation_0-mlogloss:0.65620
6747.1s 1950 [33]	validation_0-mlogloss:0.65017
6747.3s 1951 [34]	validation_0-mlogloss:0.64438
6747.5s 1952 [35]	validation_0-mlogloss:0.63895
6747.7s 1953 [36]	validation_0-mlogloss:0.63405
6747.9s 1954 [37]	validation_0-mlogloss:0.62825
6748.1s 1955 [38]	validation_0-mlogloss:0.62401
6748.3s 1956 [39]	validation_0-mlogloss:0.61888
6748.6s 1957 [40]	validation_0-mlogloss:0.61413
6748.8s 1958 [41]	validation_0-mlogloss:0.60978
6749.0s 1959 [42]	validation_0-mlogloss:0.60526
6749.3s 1960 [43]	validation_0-mlogloss:0.60137
6749.5s 1961 [44]	validation_0-mlogloss:0.59760
6749.8s 1962 [45]	validation_0-mlogloss:0.59409
6750.0s 1963 [46]	validation_0-mlogloss:0.59094
6750.3s 1964 [47]	validation_0-mlogloss:0.58748
6750.5s 1965 [48]	validation_0-mlogloss:0.58509
6750.8s 1966 [49]	validation_0-mlogloss:0.58196
6751.1s 1967 [50]	validation_0-mlogloss:0.57945
6751.4s 1968 [51]	validation_0-mlogloss:0.57673
6751.7s 1969 [52]	validation_0-mlogloss:0.57359
6752.0s 1970 [53]	validation_0-mlogloss:0.57171
6752.3s 1971 [54]	validation_0-mlogloss:0.56956
6752.6s 1972 [55]	validation_0-mlogloss:0.56669
6752.9s 1973 [56]	validation_0-mlogloss:0.56506
6753.2s 1974 [57]	validation_0-mlogloss:0.56253
6753.5s 1975 [58]	validation_0-mlogloss:0.56043
6753.8s 1976 [59]	validation_0-mlogloss:0.55849
6754.2s 1977 [60]	validation_0-mlogloss:0.55677
6754.5s 1978 [61]	validation_0-mlogloss:0.55508
6754.8s 1979 [62]	validation_0-mlogloss:0.55311
6755.2s 1980 [63]	validation_0-mlogloss:0.55166
6755.5s 1981 [64]	validation_0-mlogloss:0.54971
6755.9s 1982 [65]	validation_0-mlogloss:0.54757
6756.3s 1983 [66]	validation_0-mlogloss:0.54562
6756.8s 1984 [67]	validation_0-mlogloss:0.54398
6757.3s 1985 [68]	validation_0-mlogloss:0.54235
6757.7s 1986 [69]	validation_0-mlogloss:0.54054
6758.1s 1987 [70]	validation_0-mlogloss:0.53885
6758.5s 1988 [71]	validation_0-mlogloss:0.53714
6758.9s 1989 [72]	validation_0-mlogloss:0.53584
6759.3s 1990 [73]	validation_0-mlogloss:0.53410
6759.7s 1991 [74]	validation_0-mlogloss:0.53290
6760.1s 1992 [75]	validation_0-mlogloss:0.53165
6760.5s 1993 [76]	validation_0-mlogloss:0.53043
6760.9s 1994 [77]	validation_0-mlogloss:0.52903
6761.4s 1995 [78]	validation_0-mlogloss:0.52774
6761.8s 1996 [79]	validation_0-mlogloss:0.52645
6762.2s 1997 [80]	validation_0-mlogloss:0.52536
6762.7s 1998 [81]	validation_0-mlogloss:0.52406
6763.1s 1999 [82]	validation_0-mlogloss:0.52313
6763.6s 2000 [83]	validation_0-mlogloss:0.52184
6764.0s 2001 [84]	validation_0-mlogloss:0.52059
6764.5s 2002 [85]	validation_0-mlogloss:0.51974
6764.9s 2003 [86]	validation_0-mlogloss:0.51868
6765.4s 2004 [87]	validation_0-mlogloss:0.51701
6765.9s 2005 [88]	validation_0-mlogloss:0.51620
6766.3s 2006 [89]	validation_0-mlogloss:0.51506
6766.8s 2007 [90]	validation_0-mlogloss:0.51406
6767.3s 2008 [91]	validation_0-mlogloss:0.51320
6767.8s 2009 [92]	validation_0-mlogloss:0.51239
6768.4s 2010 [93]	validation_0-mlogloss:0.51166
6768.9s 2011 [94]	validation_0-mlogloss:0.51098
6769.4s 2012 [95]	validation_0-mlogloss:0.51021
6770.0s 2013 [96]	validation_0-mlogloss:0.50974
6770.5s 2014 [97]	validation_0-mlogloss:0.50857
6772.8s 2015 [98]	validation_0-mlogloss:0.50732
6772.8s 2016 [99]	validation_0-mlogloss:0.50629
6772.8s 2017 [100]	validation_0-mlogloss:0.50561
6772.9s 2018 [101]	validation_0-mlogloss:0.50520
6773.5s 2019 [102]	validation_0-mlogloss:0.50463
6774.0s 2020 [103]	validation_0-mlogloss:0.50401
6774.6s 2021 [104]	validation_0-mlogloss:0.50290
6775.2s 2022 [105]	validation_0-mlogloss:0.50200
6775.7s 2023 [106]	validation_0-mlogloss:0.50102
6776.3s 2024 [107]	validation_0-mlogloss:0.49954
6776.9s 2025 [108]	validation_0-mlogloss:0.49854
6777.4s 2026 [109]	validation_0-mlogloss:0.49739
6778.0s 2027 [110]	validation_0-mlogloss:0.49681
6778.6s 2028 [111]	validation_0-mlogloss:0.49583
6779.3s 2029 [112]	validation_0-mlogloss:0.49526
6780.0s 2030 [113]	validation_0-mlogloss:0.49407
6780.6s 2031 [114]	validation_0-mlogloss:0.49337
6781.2s 2032 [115]	validation_0-mlogloss:0.49285
6781.8s 2033 [116]	validation_0-mlogloss:0.49207
6782.4s 2034 [117]	validation_0-mlogloss:0.49141
6783.1s 2035 [118]	validation_0-mlogloss:0.48995
6783.7s 2036 [119]	validation_0-mlogloss:0.48906
6784.3s 2037 [120]	validation_0-mlogloss:0.48853
6785.0s 2038 [121]	validation_0-mlogloss:0.48806
6785.6s 2039 [122]	validation_0-mlogloss:0.48739
6786.2s 2040 [123]	validation_0-mlogloss:0.48644
6786.9s 2041 [124]	validation_0-mlogloss:0.48587
6787.6s 2042 [125]	validation_0-mlogloss:0.48518
6788.2s 2043 [126]	validation_0-mlogloss:0.48471
6789.0s 2044 [127]	validation_0-mlogloss:0.48374
6789.8s 2045 [128]	validation_0-mlogloss:0.48306
6790.6s 2046 [129]	validation_0-mlogloss:0.48248
6791.3s 2047 [130]	validation_0-mlogloss:0.48173
6792.0s 2048 [131]	validation_0-mlogloss:0.48141
6792.7s 2049 [132]	validation_0-mlogloss:0.48063
6793.4s 2050 [133]	validation_0-mlogloss:0.48005
6794.1s 2051 [134]	validation_0-mlogloss:0.47952
6794.8s 2052 [135]	validation_0-mlogloss:0.47906
6795.5s 2053 [136]	validation_0-mlogloss:0.47782
6796.2s 2054 [137]	validation_0-mlogloss:0.47714
6796.9s 2055 [138]	validation_0-mlogloss:0.47656
6797.7s 2056 [139]	validation_0-mlogloss:0.47584
6798.4s 2057 [140]	validation_0-mlogloss:0.47514
6799.2s 2058 [141]	validation_0-mlogloss:0.47461
6799.9s 2059 [142]	validation_0-mlogloss:0.47356
6800.7s 2060 [143]	validation_0-mlogloss:0.47315
6801.5s 2061 [144]	validation_0-mlogloss:0.47272
6802.3s 2062 [145]	validation_0-mlogloss:0.47219
6804.8s 2063 [146]	validation_0-mlogloss:0.47198
6804.8s 2064 [147]	validation_0-mlogloss:0.47138
6804.9s 2065 [148]	validation_0-mlogloss:0.47104
6805.7s 2066 [149]	validation_0-mlogloss:0.47041
6806.5s 2067 [150]	validation_0-mlogloss:0.47012
6807.3s 2068 [151]	validation_0-mlogloss:0.46959
6808.1s 2069 [152]	validation_0-mlogloss:0.46904
6808.9s 2070 [153]	validation_0-mlogloss:0.46859
6809.7s 2071 [154]	validation_0-mlogloss:0.46796
6810.5s 2072 [155]	validation_0-mlogloss:0.46776
6811.3s 2073 [156]	validation_0-mlogloss:0.46722
6812.3s 2074 [157]	validation_0-mlogloss:0.46662
6813.1s 2075 [158]	validation_0-mlogloss:0.46614
6814.0s 2076 [159]	validation_0-mlogloss:0.46570
6814.8s 2077 [160]	validation_0-mlogloss:0.46531
6815.7s 2078 [161]	validation_0-mlogloss:0.46498
6816.5s 2079 [162]	validation_0-mlogloss:0.46440
6817.4s 2080 [163]	validation_0-mlogloss:0.46420
6818.2s 2081 [164]	validation_0-mlogloss:0.46357
6819.1s 2082 [165]	validation_0-mlogloss:0.46328
6820.0s 2083 [166]	validation_0-mlogloss:0.46287
6820.9s 2084 [167]	validation_0-mlogloss:0.46186
6821.8s 2085 [168]	validation_0-mlogloss:0.46157
6822.9s 2086 [169]	validation_0-mlogloss:0.46081
6824.0s 2087 [170]	validation_0-mlogloss:0.46051
6825.0s 2088 [171]	validation_0-mlogloss:0.46011
6825.9s 2089 [172]	validation_0-mlogloss:0.45985
6826.9s 2090 [173]	validation_0-mlogloss:0.45949
6827.8s 2091 [174]	validation_0-mlogloss:0.45899
6828.7s 2092 [175]	validation_0-mlogloss:0.45872
6829.6s 2093 [176]	validation_0-mlogloss:0.45832
6830.6s 2094 [177]	validation_0-mlogloss:0.45756
6831.5s 2095 [178]	validation_0-mlogloss:0.45710
6832.4s 2096 [179]	validation_0-mlogloss:0.45679
6833.4s 2097 [180]	validation_0-mlogloss:0.45645
6834.5s 2098 [181]	validation_0-mlogloss:0.45624
6837.3s 2099 [182]	validation_0-mlogloss:0.45608
6837.3s 2100 [183]	validation_0-mlogloss:0.45563
6837.7s 2101 [184]	validation_0-mlogloss:0.45533
6838.6s 2102 [185]	validation_0-mlogloss:0.45467
6839.6s 2103 [186]	validation_0-mlogloss:0.45404
6840.6s 2104 [187]	validation_0-mlogloss:0.45354
6841.6s 2105 [188]	validation_0-mlogloss:0.45313
6842.6s 2106 [189]	validation_0-mlogloss:0.45257
6843.6s 2107 [190]	validation_0-mlogloss:0.45240
6844.6s 2108 [191]	validation_0-mlogloss:0.45212
6845.7s 2109 [192]	validation_0-mlogloss:0.45188
6846.7s 2110 [193]	validation_0-mlogloss:0.45127
6847.7s 2111 [194]	validation_0-mlogloss:0.45084
6848.8s 2112 [195]	validation_0-mlogloss:0.44995
6849.8s 2113 [196]	validation_0-mlogloss:0.44977
6850.8s 2114 [197]	validation_0-mlogloss:0.44945
6851.9s 2115 [198]	validation_0-mlogloss:0.44904
6852.9s 2116 [199]	validation_0-mlogloss:0.44868
6854.0s 2117 [200]	validation_0-mlogloss:0.44852
6855.2s 2118 [201]	validation_0-mlogloss:0.44794
6856.5s 2119 [202]	validation_0-mlogloss:0.44767
6857.6s 2120 [203]	validation_0-mlogloss:0.44733
6858.6s 2121 [204]	validation_0-mlogloss:0.44724
6859.7s 2122 [205]	validation_0-mlogloss:0.44670
6860.8s 2123 [206]	validation_0-mlogloss:0.44650
6861.9s 2124 [207]	validation_0-mlogloss:0.44620
6863.0s 2125 [208]	validation_0-mlogloss:0.44567
6864.1s 2126 [209]	validation_0-mlogloss:0.44485
6865.2s 2127 [210]	validation_0-mlogloss:0.44435
6866.3s 2128 [211]	validation_0-mlogloss:0.44403
6869.4s 2129 [212]	validation_0-mlogloss:0.44354
6869.4s 2130 [213]	validation_0-mlogloss:0.44321
6870.1s 2131 [214]	validation_0-mlogloss:0.44306
6871.2s 2132 [215]	validation_0-mlogloss:0.44248
6872.4s 2133 [216]	validation_0-mlogloss:0.44215
6873.5s 2134 [217]	validation_0-mlogloss:0.44184
6874.6s 2135 [218]	validation_0-mlogloss:0.44165
6875.8s 2136 [219]	validation_0-mlogloss:0.44122
6876.9s 2137 [220]	validation_0-mlogloss:0.44104
6878.2s 2138 [221]	validation_0-mlogloss:0.44082
6879.5s 2139 [222]	validation_0-mlogloss:0.44053
6880.7s 2140 [223]	validation_0-mlogloss:0.44031
6881.9s 2141 [224]	validation_0-mlogloss:0.44008
6883.1s 2142 [225]	validation_0-mlogloss:0.44002
6884.2s 2143 [226]	validation_0-mlogloss:0.43968
6885.4s 2144 [227]	validation_0-mlogloss:0.43952
6886.6s 2145 [228]	validation_0-mlogloss:0.43938
6888.0s 2146 [229]	validation_0-mlogloss:0.43891
6889.4s 2147 [230]	validation_0-mlogloss:0.43861
6890.6s 2148 [231]	validation_0-mlogloss:0.43843
6891.8s 2149 [232]	validation_0-mlogloss:0.43823
6893.1s 2150 [233]	validation_0-mlogloss:0.43816
6894.3s 2151 [234]	validation_0-mlogloss:0.43800
6895.5s 2152 [235]	validation_0-mlogloss:0.43762
6896.8s 2153 [236]	validation_0-mlogloss:0.43742
6898.0s 2154 [237]	validation_0-mlogloss:0.43731
6899.2s 2155 [238]	validation_0-mlogloss:0.43721
6902.4s 2156 [239]	validation_0-mlogloss:0.43695
6902.4s 2157 [240]	validation_0-mlogloss:0.43677
6903.5s 2158 [241]	validation_0-mlogloss:0.43625
6904.7s 2159 [242]	validation_0-mlogloss:0.43569
6906.0s 2160 [243]	validation_0-mlogloss:0.43542
6907.3s 2161 [244]	validation_0-mlogloss:0.43496
6908.5s 2162 [245]	validation_0-mlogloss:0.43486
6909.8s 2163 [246]	validation_0-mlogloss:0.43471
6911.2s 2164 [247]	validation_0-mlogloss:0.43456
6912.5s 2165 [248]	validation_0-mlogloss:0.43428
6913.8s 2166 [249]	validation_0-mlogloss:0.43407
6915.1s 2167 [250]	validation_0-mlogloss:0.43360
6916.5s 2168 [251]	validation_0-mlogloss:0.43333
6917.8s 2169 [252]	validation_0-mlogloss:0.43320
6919.1s 2170 [253]	validation_0-mlogloss:0.43314
6920.4s 2171 [254]	validation_0-mlogloss:0.43286
6922.0s 2172 [255]	validation_0-mlogloss:0.43251
6923.4s 2173 [256]	validation_0-mlogloss:0.43189
6924.8s 2174 [257]	validation_0-mlogloss:0.43181
6926.1s 2175 [258]	validation_0-mlogloss:0.43158
6927.5s 2176 [259]	validation_0-mlogloss:0.43137
6928.9s 2177 [260]	validation_0-mlogloss:0.43114
6930.2s 2178 [261]	validation_0-mlogloss:0.43073
6931.6s 2179 [262]	validation_0-mlogloss:0.43041
6935.1s 2180 [263]	validation_0-mlogloss:0.43033
6935.1s 2181 [264]	validation_0-mlogloss:0.43007
6936.5s 2182 [265]	validation_0-mlogloss:0.42986
6937.9s 2183 [266]	validation_0-mlogloss:0.42978
6939.3s 2184 [267]	validation_0-mlogloss:0.42960
6940.6s 2185 [268]	validation_0-mlogloss:0.42941
6942.1s 2186 [269]	validation_0-mlogloss:0.42885
6943.5s 2187 [270]	validation_0-mlogloss:0.42874
6945.0s 2188 [271]	validation_0-mlogloss:0.42859
6946.4s 2189 [272]	validation_0-mlogloss:0.42808
6947.8s 2190 [273]	validation_0-mlogloss:0.42779
6949.3s 2191 [274]	validation_0-mlogloss:0.42773
6950.7s 2192 [275]	validation_0-mlogloss:0.42757
6952.2s 2193 [276]	validation_0-mlogloss:0.42711
6953.7s 2194 [277]	validation_0-mlogloss:0.42695
6955.5s 2195 [278]	validation_0-mlogloss:0.42679
6957.0s 2196 [279]	validation_0-mlogloss:0.42644
6958.5s 2197 [280]	validation_0-mlogloss:0.42634
6960.0s 2198 [281]	validation_0-mlogloss:0.42611
6961.4s 2199 [282]	validation_0-mlogloss:0.42584
6962.9s 2200 [283]	validation_0-mlogloss:0.42565
6964.4s 2201 [284]	validation_0-mlogloss:0.42560
6968.0s 2202 [285]	validation_0-mlogloss:0.42525
6968.1s 2203 [286]	validation_0-mlogloss:0.42491
6969.5s 2204 [287]	validation_0-mlogloss:0.42465
6971.1s 2205 [288]	validation_0-mlogloss:0.42447
6972.6s 2206 [289]	validation_0-mlogloss:0.42432
6974.1s 2207 [290]	validation_0-mlogloss:0.42401
6975.6s 2208 [291]	validation_0-mlogloss:0.42352
6977.2s 2209 [292]	validation_0-mlogloss:0.42327
6978.8s 2210 [293]	validation_0-mlogloss:0.42297
6980.3s 2211 [294]	validation_0-mlogloss:0.42281
6981.9s 2212 [295]	validation_0-mlogloss:0.42248
6983.4s 2213 [296]	validation_0-mlogloss:0.42215
6985.0s 2214 [297]	validation_0-mlogloss:0.42193
6986.6s 2215 [298]	validation_0-mlogloss:0.42177
6988.6s 2216 [299]	validation_0-mlogloss:0.42155
6990.2s 2217 [300]	validation_0-mlogloss:0.42149
6991.7s 2218 [301]	validation_0-mlogloss:0.42113
6993.3s 2219 [302]	validation_0-mlogloss:0.42064
6994.9s 2220 [303]	validation_0-mlogloss:0.42018
6996.5s 2221 [304]	validation_0-mlogloss:0.41976
7000.2s 2222 [305]	validation_0-mlogloss:0.41963
7000.3s 2223 [306]	validation_0-mlogloss:0.41934
7002.0s 2224 [307]	validation_0-mlogloss:0.41875
7003.6s 2225 [308]	validation_0-mlogloss:0.41805
7005.2s 2226 [309]	validation_0-mlogloss:0.41758
7006.8s 2227 [310]	validation_0-mlogloss:0.41713
7008.4s 2228 [311]	validation_0-mlogloss:0.41707
7010.1s 2229 [312]	validation_0-mlogloss:0.41700
7011.8s 2230 [313]	validation_0-mlogloss:0.41682
7013.5s 2231 [314]	validation_0-mlogloss:0.41640
7015.1s 2232 [315]	validation_0-mlogloss:0.41603
7016.8s 2233 [316]	validation_0-mlogloss:0.41593
7018.5s 2234 [317]	validation_0-mlogloss:0.41591
7020.3s 2235 [318]	validation_0-mlogloss:0.41574
7022.3s 2236 [319]	validation_0-mlogloss:0.41560
7023.9s 2237 [320]	validation_0-mlogloss:0.41544
7025.6s 2238 [321]	validation_0-mlogloss:0.41520
7027.3s 2239 [322]	validation_0-mlogloss:0.41503
7029.0s 2240 [323]	validation_0-mlogloss:0.41490
7032.9s 2241 [324]	validation_0-mlogloss:0.41484
7033.0s 2242 [325]	validation_0-mlogloss:0.41478
7034.8s 2243 [326]	validation_0-mlogloss:0.41451
7036.5s 2244 [327]	validation_0-mlogloss:0.41431
7038.2s 2245 [328]	validation_0-mlogloss:0.41421
7039.9s 2246 [329]	validation_0-mlogloss:0.41408
7041.6s 2247 [330]	validation_0-mlogloss:0.41367
7043.5s 2248 [331]	validation_0-mlogloss:0.41349
7045.3s 2249 [332]	validation_0-mlogloss:0.41329
7047.0s 2250 [333]	validation_0-mlogloss:0.41313
7048.8s 2251 [334]	validation_0-mlogloss:0.41273
7050.5s 2252 [335]	validation_0-mlogloss:0.41250
7052.3s 2253 [336]	validation_0-mlogloss:0.41237
7054.2s 2254 [337]	validation_0-mlogloss:0.41226
7056.4s 2255 [338]	validation_0-mlogloss:0.41193
7058.2s 2256 [339]	validation_0-mlogloss:0.41149
7060.0s 2257 [340]	validation_0-mlogloss:0.41133
7061.7s 2258 [341]	validation_0-mlogloss:0.41122
7065.6s 2259 [342]	validation_0-mlogloss:0.41118
7065.9s 2260 [343]	validation_0-mlogloss:0.41110
7067.7s 2261 [344]	validation_0-mlogloss:0.41101
7069.5s 2262 [345]	validation_0-mlogloss:0.41081
7071.4s 2263 [346]	validation_0-mlogloss:0.41079
7073.2s 2264 [347]	validation_0-mlogloss:0.41064
7075.0s 2265 [348]	validation_0-mlogloss:0.41061
7076.9s 2266 [349]	validation_0-mlogloss:0.41043
7078.8s 2267 [350]	validation_0-mlogloss:0.41038
7080.6s 2268 [351]	validation_0-mlogloss:0.41007
7082.5s 2269 [352]	validation_0-mlogloss:0.41003
7084.3s 2270 [353]	validation_0-mlogloss:0.40968
7086.2s 2271 [354]	validation_0-mlogloss:0.40962
7088.7s 2272 [355]	validation_0-mlogloss:0.40949
7090.5s 2273 [356]	validation_0-mlogloss:0.40934
7092.4s 2274 [357]	validation_0-mlogloss:0.40927
7094.3s 2275 [358]	validation_0-mlogloss:0.40921
7097.9s 2276 [359]	validation_0-mlogloss:0.40909
7098.5s 2277 [360]	validation_0-mlogloss:0.40883
7100.4s 2278 [361]	validation_0-mlogloss:0.40876
7102.3s 2279 [362]	validation_0-mlogloss:0.40864
7104.2s 2280 [363]	validation_0-mlogloss:0.40859
7106.1s 2281 [364]	validation_0-mlogloss:0.40814
7108.0s 2282 [365]	validation_0-mlogloss:0.40802
7110.0s 2283 [366]	validation_0-mlogloss:0.40784
7112.0s 2284 [367]	validation_0-mlogloss:0.40763
7113.9s 2285 [368]	validation_0-mlogloss:0.40752
7115.8s 2286 [369]	validation_0-mlogloss:0.40748
7117.8s 2287 [370]	validation_0-mlogloss:0.40719
7119.7s 2288 [371]	validation_0-mlogloss:0.40704
7122.2s 2289 [372]	validation_0-mlogloss:0.40691
7124.2s 2290 [373]	validation_0-mlogloss:0.40669
7126.1s 2291 [374]	validation_0-mlogloss:0.40652
7129.9s 2292 [375]	validation_0-mlogloss:0.40636
7130.3s 2293 [376]	validation_0-mlogloss:0.40617
7132.4s 2294 [377]	validation_0-mlogloss:0.40587
7134.4s 2295 [378]	validation_0-mlogloss:0.40576
7136.3s 2296 [379]	validation_0-mlogloss:0.40561
7138.3s 2297 [380]	validation_0-mlogloss:0.40556
7140.3s 2298 [381]	validation_0-mlogloss:0.40534
7142.6s 2299 [382]	validation_0-mlogloss:0.40507
7144.7s 2300 [383]	validation_0-mlogloss:0.40499
7146.7s 2301 [384]	validation_0-mlogloss:0.40472
7148.7s 2302 [385]	validation_0-mlogloss:0.40449
7150.7s 2303 [386]	validation_0-mlogloss:0.40430
7152.8s 2304 [387]	validation_0-mlogloss:0.40417
7155.4s 2305 [388]	validation_0-mlogloss:0.40383
7157.4s 2306 [389]	validation_0-mlogloss:0.40369
7159.4s 2307 [390]	validation_0-mlogloss:0.40361
7163.2s 2308 [391]	validation_0-mlogloss:0.40361
7163.8s 2309 [392]	validation_0-mlogloss:0.40352
7165.9s 2310 [393]	validation_0-mlogloss:0.40351
7168.0s 2311 [394]	validation_0-mlogloss:0.40339
7170.1s 2312 [395]	validation_0-mlogloss:0.40311
7172.2s 2313 [396]	validation_0-mlogloss:0.40285
7174.3s 2314 [397]	validation_0-mlogloss:0.40254
7176.5s 2315 [398]	validation_0-mlogloss:0.40236
7178.6s 2316 [399]	validation_0-mlogloss:0.40216
7179.3s 2317 [32m[I 2022-06-15 18:02:26,774][0m Trial 17 finished with value: 0.8389464594127807 and parameters: {'xgb_est': 400, 'xgb_lr': 0.1, 'xgb_booster': 'dart'}. Best is trial 15 with value: 0.8389464594127807.[0m
7179.5s 2318 precision    recall  f1-score   support
7179.5s 2319 
7179.5s 2320 0       1.00      1.00      1.00       413
7179.5s 2321 1       0.71      0.75      0.73       413
7179.5s 2322 2       0.91      0.96      0.93       411
7179.5s 2323 3       1.00      0.99      1.00       389
7179.5s 2324 4       0.63      0.62      0.63       380
7179.5s 2325 5       0.77      0.65      0.70       310
7179.5s 2326 
7179.5s 2327 accuracy                           0.84      2316
7179.5s 2328 macro avg       0.83      0.83      0.83      2316
7179.5s 2329 weighted avg       0.84      0.84      0.84      2316
7179.5s 2330 
7179.5s 2331 (44004, 75)
7179.5s 2332 (44004,)
7179.5s 2333 (2316, 75)
7179.5s 2334 (2316,)
7179.5s 2335 [0]	validation_0-mlogloss:1.63593
7179.5s 2336 /opt/conda/lib/python3.7/site-packages/xgboost/sklearn.py:797: UserWarning: `eval_metric` in `fit` method is deprecated for better compatibility with scikit-learn, use `eval_metric` in constructor or`set_params` instead.
7179.5s 2337 UserWarning,
7179.5s 2338 [1]	validation_0-mlogloss:1.51549
7179.5s 2339 [2]	validation_0-mlogloss:1.41681
7179.6s 2340 [3]	validation_0-mlogloss:1.33329
7179.6s 2341 [4]	validation_0-mlogloss:1.26264
7179.7s 2342 [5]	validation_0-mlogloss:1.20128
7179.7s 2343 [6]	validation_0-mlogloss:1.14691
7179.8s 2344 [7]	validation_0-mlogloss:1.09939
7179.8s 2345 [8]	validation_0-mlogloss:1.05741
7179.9s 2346 [9]	validation_0-mlogloss:1.01892
7180.0s 2347 [10]	validation_0-mlogloss:0.98501
7180.1s 2348 [11]	validation_0-mlogloss:0.95323
7180.1s 2349 [12]	validation_0-mlogloss:0.92339
7180.2s 2350 [13]	validation_0-mlogloss:0.89727
7180.3s 2351 [14]	validation_0-mlogloss:0.87362
7180.4s 2352 [15]	validation_0-mlogloss:0.85157
7180.5s 2353 [16]	validation_0-mlogloss:0.83161
7180.6s 2354 [17]	validation_0-mlogloss:0.81254
7180.8s 2355 [18]	validation_0-mlogloss:0.79590
7180.9s 2356 [19]	validation_0-mlogloss:0.78080
7181.0s 2357 [20]	validation_0-mlogloss:0.76633
7181.1s 2358 [21]	validation_0-mlogloss:0.75324
7181.3s 2359 [22]	validation_0-mlogloss:0.74085
7181.4s 2360 [23]	validation_0-mlogloss:0.72997
7181.5s 2361 [24]	validation_0-mlogloss:0.71980
7181.7s 2362 [25]	validation_0-mlogloss:0.71010
7181.8s 2363 [26]	validation_0-mlogloss:0.70125
7182.0s 2364 [27]	validation_0-mlogloss:0.69325
7182.2s 2365 [28]	validation_0-mlogloss:0.68532
7182.3s 2366 [29]	validation_0-mlogloss:0.67795
7182.5s 2367 [30]	validation_0-mlogloss:0.67030
7182.7s 2368 [31]	validation_0-mlogloss:0.66276
7182.9s 2369 [32]	validation_0-mlogloss:0.65620
7183.1s 2370 [33]	validation_0-mlogloss:0.65017
7183.3s 2371 [34]	validation_0-mlogloss:0.64438
7183.5s 2372 [35]	validation_0-mlogloss:0.63895
7183.7s 2373 [36]	validation_0-mlogloss:0.63405
7183.9s 2374 [37]	validation_0-mlogloss:0.62825
7184.1s 2375 [38]	validation_0-mlogloss:0.62401
7184.3s 2376 [39]	validation_0-mlogloss:0.61888
7184.5s 2377 [40]	validation_0-mlogloss:0.61413
7184.8s 2378 [41]	validation_0-mlogloss:0.60978
7185.0s 2379 [42]	validation_0-mlogloss:0.60526
7185.2s 2380 [43]	validation_0-mlogloss:0.60137
7185.5s 2381 [44]	validation_0-mlogloss:0.59760
7185.8s 2382 [45]	validation_0-mlogloss:0.59409
7186.2s 2383 [46]	validation_0-mlogloss:0.59094
7186.8s 2384 [47]	validation_0-mlogloss:0.58748
7187.1s 2385 [48]	validation_0-mlogloss:0.58509
7187.3s 2386 [49]	validation_0-mlogloss:0.58196
7187.6s 2387 [50]	validation_0-mlogloss:0.57945
7187.9s 2388 [51]	validation_0-mlogloss:0.57673
7188.2s 2389 [52]	validation_0-mlogloss:0.57359
7188.5s 2390 [53]	validation_0-mlogloss:0.57171
7188.8s 2391 [54]	validation_0-mlogloss:0.56956
7189.1s 2392 [55]	validation_0-mlogloss:0.56669
7189.4s 2393 [56]	validation_0-mlogloss:0.56506
7189.7s 2394 [57]	validation_0-mlogloss:0.56253
